"site","date","discharge_m3_s"
"russian",2023-08-22,4.3613707165109
"russian",2023-08-23,4.33305012744265
"russian",2023-08-24,4.33305012744265
"russian",2023-08-25,4.3613707165109
"russian",2023-08-26,4.33305012744265
"russian",2023-08-27,4.38969130557916
"russian",2023-08-28,4.33305012744265
"russian",2023-08-29,4.24808836023789
"russian",2023-08-30,4.3047295383744
"russian",2023-08-31,4.33305012744265
"russian",2023-09-01,4.44633248371566
"russian",2023-09-02,4.38969130557916
"russian",2023-09-03,4.44633248371566
"russian",2023-09-04,4.19144718210139
"russian",2023-09-05,4.04984423676012
"russian",2023-09-06,3.96488246955537
"russian",2023-09-07,3.90824129141886
"russian",2023-09-08,3.8232795242141
"russian",2023-09-09,3.96488246955537
"russian",2023-09-10,4.07816482582838
"russian",2023-09-11,4.19144718210139
"russian",2023-09-12,4.16312659303313
"russian",2023-09-13,4.16312659303313
"russian",2023-09-14,4.13480600396488
"russian",2023-09-15,4.10648541489663
"russian",2023-09-16,4.13480600396488
"russian",2023-09-17,4.21976777116964
"russian",2023-09-18,4.33305012744265
"russian",2023-09-19,4.3047295383744
"russian",2023-09-20,4.38969130557916
"russian",2023-09-21,4.3613707165109
"russian",2023-09-22,4.38969130557916
"russian",2023-09-23,4.44633248371566
"russian",2023-09-24,4.50297366185217
"russian",2023-09-25,4.50297366185217
"russian",2023-09-26,4.44633248371566
"russian",2023-09-27,4.3613707165109
"russian",2023-09-28,4.24808836023789
"russian",2023-09-29,4.24808836023789
"russian",2023-09-30,4.27640894930615
