"date_time","Temp_C","DO_mgL"
"2023-06-28 16:45:00",17.804,8.992
"2023-06-28 16:50:00",17.821,8.978
"2023-06-28 16:55:00",17.847,8.972
"2023-06-28 17:00:00",17.847,8.961
"2023-06-28 17:05:00",17.872,8.948
"2023-06-28 17:10:00",17.889,8.929
"2023-06-28 17:15:00",17.906,8.924
"2023-06-28 17:20:00",17.906,8.936
"2023-06-28 17:25:00",17.922,8.924
"2023-06-28 17:30:00",17.948,8.9
"2023-06-28 17:35:00",17.948,8.905
"2023-06-28 17:40:00",17.948,8.893
"2023-06-28 17:45:00",17.965,8.876
"2023-06-28 17:50:00",17.965,8.873
"2023-06-28 17:55:00",17.965,8.861
"2023-06-28 18:00:00",17.965,8.857
"2023-06-28 18:05:00",17.981,8.852
"2023-06-28 18:10:00",17.965,8.853
"2023-06-28 18:15:00",17.965,8.829
"2023-06-28 18:20:00",17.948,8.825
"2023-06-28 18:25:00",17.965,8.813
"2023-06-28 18:30:00",17.965,8.794
"2023-06-28 18:35:00",17.939,8.794
"2023-06-28 18:40:00",17.931,8.779
"2023-06-28 18:45:00",17.948,8.771
"2023-06-28 18:50:00",17.914,8.771
"2023-06-28 18:55:00",17.914,8.751
"2023-06-28 19:00:00",17.906,8.749
"2023-06-28 19:05:00",17.889,8.732
"2023-06-28 19:10:00",17.88,8.734
"2023-06-28 19:15:00",17.855,8.716
"2023-06-28 19:20:00",17.847,8.707
"2023-06-28 19:25:00",17.83,8.702
"2023-06-28 19:30:00",17.821,8.697
"2023-06-28 19:35:00",17.804,8.684
"2023-06-28 19:40:00",17.804,8.684
"2023-06-28 19:45:00",17.796,8.669
"2023-06-28 19:50:00",17.779,8.666
"2023-06-28 19:55:00",17.762,8.664
"2023-06-28 20:00:00",17.745,8.653
"2023-06-28 20:05:00",17.737,8.64
"2023-06-28 20:10:00",17.72,8.633
"2023-06-28 20:15:00",17.703,8.635
"2023-06-28 20:20:00",17.712,8.621
"2023-06-28 20:25:00",17.669,8.633
"2023-06-28 20:30:00",17.661,8.614
"2023-06-28 20:35:00",17.652,8.6
"2023-06-28 20:40:00",17.644,8.601
"2023-06-28 20:45:00",17.636,8.599
"2023-06-28 20:50:00",17.602,8.594
"2023-06-28 20:55:00",17.61,8.6
"2023-06-28 21:00:00",17.593,8.59
"2023-06-28 21:05:00",17.568,8.581
"2023-06-28 21:10:00",17.56,8.586
"2023-06-28 21:15:00",17.551,8.575
"2023-06-28 21:20:00",17.551,8.556
"2023-06-28 21:25:00",17.56,8.565
"2023-06-28 21:30:00",17.543,8.559
"2023-06-28 21:35:00",17.509,8.557
"2023-06-28 21:40:00",17.5,8.561
"2023-06-28 21:45:00",17.509,8.546
"2023-06-28 21:50:00",17.509,8.55
"2023-06-28 21:55:00",17.509,8.549
"2023-06-28 22:00:00",17.517,8.541
"2023-06-28 22:05:00",17.509,8.547
"2023-06-28 22:10:00",17.5,8.554
"2023-06-28 22:15:00",17.517,8.544
"2023-06-28 22:20:00",17.5,8.544
"2023-06-28 22:25:00",17.517,8.536
"2023-06-28 22:30:00",17.509,8.54
"2023-06-28 22:35:00",17.509,8.542
"2023-06-28 22:40:00",17.517,8.548
"2023-06-28 22:45:00",17.517,8.533
"2023-06-28 22:50:00",17.526,8.532
"2023-06-28 22:55:00",17.543,8.529
"2023-06-28 23:00:00",17.534,8.527
"2023-06-28 23:05:00",17.543,8.537
"2023-06-28 23:10:00",17.543,8.52
"2023-06-28 23:15:00",17.56,8.522
"2023-06-28 23:20:00",17.534,8.545
"2023-06-28 23:25:00",17.543,8.528
"2023-06-28 23:30:00",17.56,8.524
"2023-06-28 23:35:00",17.551,8.515
"2023-06-28 23:40:00",17.551,8.522
"2023-06-28 23:45:00",17.551,8.526
"2023-06-28 23:50:00",17.56,8.525
"2023-06-28 23:55:00",17.568,8.521
"2023-06-29 00:00:00",17.585,8.505
"2023-06-29 00:05:00",17.56,8.523
"2023-06-29 00:10:00",17.56,8.517
"2023-06-29 00:15:00",17.568,8.528
"2023-06-29 00:20:00",17.568,8.521
"2023-06-29 00:25:00",17.576,8.524
"2023-06-29 00:30:00",17.56,8.517
"2023-06-29 00:35:00",17.593,8.515
"2023-06-29 00:40:00",17.543,8.522
"2023-06-29 00:45:00",17.568,8.517
"2023-06-29 00:50:00",17.551,8.532
"2023-06-29 00:55:00",17.56,8.524
"2023-06-29 01:00:00",17.551,8.531
"2023-06-29 01:05:00",17.56,8.539
"2023-06-29 01:10:00",17.56,8.526
"2023-06-29 01:15:00",17.551,8.528
"2023-06-29 01:20:00",17.56,8.522
"2023-06-29 01:25:00",17.56,8.529
"2023-06-29 01:30:00",17.551,8.534
"2023-06-29 01:35:00",17.56,8.526
"2023-06-29 01:40:00",17.543,8.534
"2023-06-29 01:45:00",17.534,8.53
"2023-06-29 01:50:00",17.543,8.527
"2023-06-29 01:55:00",17.534,8.533
"2023-06-29 02:00:00",17.534,8.524
"2023-06-29 02:05:00",17.526,8.535
"2023-06-29 02:10:00",17.5,8.552
"2023-06-29 02:15:00",17.517,8.537
"2023-06-29 02:20:00",17.517,8.533
"2023-06-29 02:25:00",17.517,8.538
"2023-06-29 02:30:00",17.492,8.543
"2023-06-29 02:35:00",17.492,8.541
"2023-06-29 02:40:00",17.484,8.542
"2023-06-29 02:45:00",17.492,8.541
"2023-06-29 02:50:00",17.475,8.546
"2023-06-29 02:55:00",17.475,8.548
"2023-06-29 03:00:00",17.475,8.549
"2023-06-29 03:05:00",17.458,8.541
"2023-06-29 03:10:00",17.45,8.544
"2023-06-29 03:15:00",17.458,8.537
"2023-06-29 03:20:00",17.441,8.548
"2023-06-29 03:25:00",17.441,8.547
"2023-06-29 03:30:00",17.441,8.543
"2023-06-29 03:35:00",17.416,8.552
"2023-06-29 03:40:00",17.416,8.556
"2023-06-29 03:45:00",17.407,8.557
"2023-06-29 03:50:00",17.407,8.56
"2023-06-29 03:55:00",17.382,8.555
"2023-06-29 04:00:00",17.382,8.559
"2023-06-29 04:05:00",17.357,8.57
"2023-06-29 04:10:00",17.365,8.573
"2023-06-29 04:15:00",17.374,8.566
"2023-06-29 04:20:00",17.34,8.566
"2023-06-29 04:25:00",17.357,8.564
"2023-06-29 04:30:00",17.348,8.564
"2023-06-29 04:35:00",17.348,8.568
"2023-06-29 04:40:00",17.314,8.576
"2023-06-29 04:45:00",17.314,8.567
"2023-06-29 04:50:00",17.314,8.561
"2023-06-29 04:55:00",17.289,8.574
"2023-06-29 05:00:00",17.264,8.578
"2023-06-29 05:05:00",17.272,8.576
"2023-06-29 05:10:00",17.255,8.587
"2023-06-29 05:15:00",17.23,8.597
"2023-06-29 05:20:00",17.238,8.59
"2023-06-29 05:25:00",17.23,8.599
"2023-06-29 05:30:00",17.221,8.586
"2023-06-29 05:35:00",17.196,8.59
"2023-06-29 05:40:00",17.171,8.599
"2023-06-29 05:45:00",17.187,8.59
"2023-06-29 05:50:00",17.171,8.601
"2023-06-29 05:55:00",17.145,8.607
"2023-06-29 06:00:00",17.145,8.599
"2023-06-29 06:05:00",17.094,8.61
"2023-06-29 06:10:00",17.111,8.608
"2023-06-29 06:15:00",17.103,8.607
"2023-06-29 06:20:00",17.077,8.622
"2023-06-29 06:25:00",17.06,8.636
"2023-06-29 06:30:00",17.052,8.636
"2023-06-29 06:35:00",17.052,8.634
"2023-06-29 06:40:00",17.044,8.635
"2023-06-29 06:45:00",17.027,8.644
"2023-06-29 06:50:00",17.001,8.656
"2023-06-29 06:55:00",16.993,8.653
"2023-06-29 07:00:00",16.967,8.663
"2023-06-29 07:05:00",16.976,8.654
"2023-06-29 07:10:00",16.95,8.674
"2023-06-29 07:15:00",16.933,8.667
"2023-06-29 07:20:00",16.899,8.671
"2023-06-29 07:25:00",16.908,8.686
"2023-06-29 07:30:00",16.899,8.688
"2023-06-29 07:35:00",16.882,8.701
"2023-06-29 07:40:00",16.874,8.706
"2023-06-29 07:45:00",16.874,8.708
"2023-06-29 07:50:00",16.849,8.719
"2023-06-29 07:55:00",16.849,8.737
"2023-06-29 08:00:00",16.823,8.744
"2023-06-29 08:05:00",16.832,8.748
"2023-06-29 08:10:00",16.832,8.762
"2023-06-29 08:15:00",16.815,8.765
"2023-06-29 08:20:00",16.815,8.777
"2023-06-29 08:25:00",16.798,8.789
"2023-06-29 08:30:00",16.815,8.792
"2023-06-29 08:35:00",16.789,8.818
"2023-06-29 08:40:00",16.815,8.804
"2023-06-29 08:45:00",16.823,8.816
"2023-06-29 08:50:00",16.815,8.819
"2023-06-29 08:55:00",16.806,8.833
"2023-06-29 09:00:00",16.84,8.854
"2023-06-29 09:05:00",16.84,8.845
"2023-06-29 09:10:00",16.832,8.855
"2023-06-29 09:15:00",16.84,8.869
"2023-06-29 09:20:00",16.849,8.876
"2023-06-29 09:25:00",16.857,8.884
"2023-06-29 09:30:00",16.874,8.9
"2023-06-29 09:35:00",16.882,8.895
"2023-06-29 09:40:00",16.882,8.92
"2023-06-29 09:45:00",16.899,8.921
"2023-06-29 09:50:00",16.933,8.928
"2023-06-29 09:55:00",16.95,8.929
"2023-06-29 10:00:00",16.967,8.943
"2023-06-29 10:05:00",16.976,8.96
"2023-06-29 10:10:00",17.018,8.961
"2023-06-29 10:15:00",17.035,8.954
"2023-06-29 10:20:00",17.044,8.969
"2023-06-29 10:25:00",17.086,8.981
"2023-06-29 10:30:00",17.103,8.984
"2023-06-29 10:35:00",17.12,8.973
"2023-06-29 10:40:00",17.128,8.982
"2023-06-29 10:45:00",17.154,9
"2023-06-29 10:50:00",17.171,8.997
"2023-06-29 10:55:00",17.171,9.01
"2023-06-29 11:00:00",17.221,9.004
"2023-06-29 11:05:00",17.221,9.004
"2023-06-29 11:10:00",17.238,9.014
"2023-06-29 11:15:00",17.264,9.026
"2023-06-29 11:20:00",17.298,9.015
"2023-06-29 11:25:00",17.298,9.018
"2023-06-29 11:30:00",17.34,9.019
"2023-06-29 11:35:00",17.357,9.011
"2023-06-29 11:40:00",17.374,9.013
"2023-06-29 11:45:00",17.399,9.036
"2023-06-29 11:50:00",17.433,9.039
"2023-06-29 11:55:00",17.433,9.022
"2023-06-29 12:00:00",17.45,9.035
"2023-06-29 12:05:00",17.467,9.049
"2023-06-29 12:10:00",17.492,9.031
"2023-06-29 12:15:00",17.5,9.029
"2023-06-29 12:20:00",17.534,9.033
"2023-06-29 12:25:00",17.551,9.024
"2023-06-29 12:30:00",17.576,9.027
"2023-06-29 12:35:00",17.61,9.03
"2023-06-29 12:40:00",17.61,9.045
"2023-06-29 12:45:00",17.636,9.047
"2023-06-29 12:50:00",17.661,9.03
"2023-06-29 12:55:00",17.703,9.015
"2023-06-29 13:00:00",17.712,9.028
"2023-06-29 13:05:00",17.737,9.015
"2023-06-29 13:10:00",17.762,9.011
"2023-06-29 13:15:00",17.779,9.013
"2023-06-29 13:20:00",17.804,9.033
"2023-06-29 13:25:00",17.847,8.991
"2023-06-29 13:30:00",17.872,8.993
"2023-06-29 13:35:00",17.88,8.993
"2023-06-29 13:40:00",17.922,9.012
"2023-06-29 13:45:00",17.948,8.991
"2023-06-29 13:50:00",17.956,8.99
"2023-06-29 13:55:00",17.998,8.986
"2023-06-29 14:00:00",18.024,8.982
"2023-06-29 14:05:00",18.049,8.967
"2023-06-29 14:10:00",18.074,8.969
"2023-06-29 14:15:00",18.108,8.962
"2023-06-29 14:20:00",18.142,8.951
"2023-06-29 14:25:00",18.167,8.967
"2023-06-29 14:30:00",18.184,8.959
"2023-06-29 14:35:00",18.217,8.934
"2023-06-29 14:40:00",18.243,8.919
"2023-06-29 14:45:00",18.285,8.948
"2023-06-29 14:50:00",18.301,8.92
"2023-06-29 14:55:00",18.344,8.905
"2023-06-29 15:00:00",18.36,8.896
"2023-06-29 15:05:00",18.369,8.895
"2023-06-29 15:10:00",18.419,8.897
