"parameters","SFE.M.1S","SFE.M.2","SFE.M.3","SFE.M.4","SFE.SH.1S","model","predicting"
"b0",1.00010398624206,1.00020349390956,1.00021780035159,1.00016263804654,1.00022222482639,"chemical_w_cover","AC_atx"
"DIN",1.00048103667547,0.999936508457432,0.999891571793514,1.00016900576705,1.00007831466545,"chemical_w_cover","AC_atx"
"OPhos",0.999982923920491,0.999993689336064,1.00007341560795,1.0002018306725,1.00005702227762,"chemical_w_cover","AC_atx"
"Conductivity",1.00004202429022,0.999932903956701,1.00019307162285,1.00009513567512,1.00035192136388,"chemical_w_cover","AC_atx"
"Cover",1.00024699080153,1.00003784502849,0.999967348686172,1.00029381676092,1.00055420786516,"chemical_w_cover","AC_atx"
"sigma",1.00010452325206,0.999965895269588,1.00020138962863,1.00010469968689,1.0003749493412,"chemical_w_cover","AC_atx"
"lp__",1.00004705485049,1.00055760751997,1.0001758570414,1.00020941489205,1.00026979143282,"chemical_w_cover","AC_atx"
"b0",0.999857047174351,1.00006315860703,0.999930715846972,0.999851250363459,1.00001701400775,"ecohydrological","AC_atx"
"Temperature",1.00005626279467,0.999932253660022,1.00002656595284,0.999869985185168,1.00005064974822,"ecohydrological","AC_atx"
"Discharge",0.999952568874555,1.0001590265014,0.999922311717308,0.999909790411684,0.99986670995606,"ecohydrological","AC_atx"
"GPP",1.00037400703472,1.00013587576479,1.00038714496035,0.999933768288907,1.0000217245341,"ecohydrological","AC_atx"
"sigma",0.999904471575572,1.00014889196911,1.0000509445013,1.00014330856273,0.999869172812563,"ecohydrological","AC_atx"
"lp__",0.999919194834143,1.00003814198769,1.00005078345729,0.999882809811299,1.00024829669585,"ecohydrological","AC_atx"
"b0",0.999924687749498,1.00007496977678,1.00007783675041,1.00001822187125,1.00010480320276,"ecohydrological_w_cover","AC_atx"
"Temperature",0.999976202914988,1.00017556867812,1.00017718319655,1.00015423870284,1.00005006511423,"ecohydrological_w_cover","AC_atx"
"Discharge",1.00001164870675,1.00003181066614,1.00025242836669,1.00011385237606,1.00015371494715,"ecohydrological_w_cover","AC_atx"
"GPP",1.00003626881909,1.00013270264442,1.00008187259327,1.00023384497279,0.999926560670066,"ecohydrological_w_cover","AC_atx"
"Cover",0.999930934693727,1.00007464258613,0.999871671107625,0.999892590262735,1.00053597047317,"ecohydrological_w_cover","AC_atx"
"sigma",0.999998824128774,1.00016156007232,0.999993172415268,1.00003343841279,1.00021482030109,"ecohydrological_w_cover","AC_atx"
"lp__",0.999936285770254,1.00035400729107,1.00028392364,0.999926095485896,1.00037500819793,"ecohydrological_w_cover","AC_atx"
"b0",1.0000238801252,1.00018785233806,1.00004907377742,0.999864658274619,0.99985706982553,"physical","AC_atx"
"Temperature",1.0002111137079,0.999930864131531,1.00019295175638,0.999843864825611,0.999926804189119,"physical","AC_atx"
"Discharge",0.999842597857859,1.00008298741712,0.999977190566042,0.999883124231061,0.999943790719696,"physical","AC_atx"
"sigma",0.999948839681741,0.999940028108644,0.999924715131843,0.999875211929783,1.00001686433976,"physical","AC_atx"
"lp__",1.00008193438059,1.00042446550091,0.999998805975353,0.999930842165679,1.00021454647541,"physical","AC_atx"
"b0",1.00002812752694,0.99983497559344,0.999914486783273,0.999900400522857,0.999889139470988,"physical_w_cover","AC_atx"
"Temperature",0.99988519568356,1.0001815844173,1.00018609313729,0.999853255906725,0.999931164544399,"physical_w_cover","AC_atx"
"Discharge",1.00020133200267,0.999948862856963,0.999852167321534,0.999890293696809,0.999908849398733,"physical_w_cover","AC_atx"
"Cover",0.999978894656138,1.00051367792792,0.999964899020757,0.999836961554772,0.999953296512701,"physical_w_cover","AC_atx"
"sigma",0.999857465226461,1.00060534604733,0.999914599064469,0.999833096275728,1.00005336695744,"physical_w_cover","AC_atx"
"lp__",0.999984122520362,1.00002285972045,1.00022254862577,1.00026013796879,0.999985060323787,"physical_w_cover","AC_atx"
"b0",0.999826704912697,0.999816789108352,1.00002339624006,0.999911703528727,1.00008527299613,"physicochemical","AC_atx"
"Temperature",0.999936907987617,0.999914955408368,1.00016899726885,1.0000136322081,0.999955356367272,"physicochemical","AC_atx"
"Discharge",0.999980396139345,0.999860528504508,1.00033778633219,0.999884619827511,0.999898637335305,"physicochemical","AC_atx"
"DIN",0.99987924754662,1.00011457629664,0.99989808750765,0.999834123289843,0.999896812016424,"physicochemical","AC_atx"
"OPhos",1.0000008144787,1.0000169170218,0.999898385995171,0.999903869330383,0.999940699265734,"physicochemical","AC_atx"
"Conductivity",0.999881068690205,1.00003618462868,1.0000976207182,1.00007897275307,1.00001246285269,"physicochemical","AC_atx"
"sigma",0.999994053125823,1.00000319365894,0.99992016604293,0.999864795838062,0.999906505448141,"physicochemical","AC_atx"
"lp__",1.00004057367935,0.999987576951227,1.00021274832631,1.00005340281083,1.00002757161853,"physicochemical","AC_atx"
"b0",1.0000715728829,1.00002804747002,0.999857006888236,0.999906960907371,0.999879577267006,"physicochemical_w_cover","AC_atx"
"Temperature",0.999970195751225,1.0000352293473,0.999981259330888,1.00049009650048,1.00007361524364,"physicochemical_w_cover","AC_atx"
"Discharge",1.00000981747837,1.00005398287194,0.999980987258898,1.0001132564057,0.999956549679233,"physicochemical_w_cover","AC_atx"
"DIN",0.99983535339003,1.0000277759818,1.00009250458241,1.00002126609028,1.00002544672353,"physicochemical_w_cover","AC_atx"
"OPhos",1.00024943176967,1.00014179815555,1.00001206362758,1.00004158432146,0.999986234546203,"physicochemical_w_cover","AC_atx"
"Conductivity",1.00016643634507,1.0000826770396,0.999972184880555,1.00016920091769,0.999907320312133,"physicochemical_w_cover","AC_atx"
"Cover",1.00006645879762,0.999940262644142,0.999872893855022,0.999849756811378,1.00006230599101,"physicochemical_w_cover","AC_atx"
"sigma",1.00012165998644,1.00006489878322,1.00006769829469,0.999954905442934,1.00019971583537,"physicochemical_w_cover","AC_atx"
"lp__",0.999974256872744,1.00036142501141,1.00001796650883,0.999839658789331,1.00044004619576,"physicochemical_w_cover","AC_atx"
