discharge_cfs,discharge_cms,depth_m,width_m,velocity_m_s
150.0803213,4.249794442,0.334282861,30.52424892,0.455626344
150.7228916,4.267989976,0.334837362,30.54435516,0.456352937
151.3654618,4.28618551,0.335502763,30.56884895,0.457171137
152.0080321,4.304381044,0.336143122,30.59355521,0.457968467
152.6506024,4.322576578,0.33674413,30.61858733,0.458733736
153.2931727,4.340772112,0.337295053,30.63861112,0.459450526
153.935743,4.358967647,0.337903215,30.66214966,0.460176553
154.5783133,4.377163181,0.338475603,30.68563747,0.460924824
155.2208835,4.395358715,0.339073033,30.71042475,0.461688423
155.8634538,4.413554249,0.339559563,30.73017023,0.462307659
156.5060241,4.431749783,0.340185613,30.75368857,0.463101001
157.1485944,4.449945317,0.340732959,30.7742186,0.463802286
157.7911647,4.468140851,0.341376895,30.79963937,0.464601707
158.4337349,4.486336386,0.341909932,30.81972197,0.465263955
159.0763052,4.50453192,0.342471587,30.8414693,0.465980115
159.7188755,4.522727454,0.343104792,30.86642323,0.466785813
160.3614458,4.540922988,0.343702222,30.88939634,0.467527863
161.0040161,4.559118522,0.344328271,30.91291313,0.468316266
161.6465863,4.577314056,0.344875617,30.93371714,0.469015992
162.2891566,4.59550959,0.345494512,30.95778974,0.469791742
162.9317269,4.613705124,0.345991774,30.9778916,0.470415985
163.5742972,4.631900659,0.346578471,31.00110187,0.471133259
164.2168675,4.650096193,0.347100776,31.02329885,0.471806229
164.8594378,4.668291727,0.347712515,31.045669,0.472560653
165.502008,4.686487261,0.348241974,31.06653991,0.473247817
166.1445783,4.704682795,0.348764278,31.08651831,0.473895435
166.7871486,4.722878329,0.349383173,31.10900931,0.474642254
167.4297189,4.741073863,0.349980603,31.12665148,0.475371317
168.0722892,4.759269398,0.350549413,31.14784823,0.476086619
168.7148594,4.777464932,0.351132534,31.17174486,0.47684013
169.3574297,4.795660466,0.351676302,31.1910471,0.477515101
170,4.813856,0.352195029,31.21332676,0.478171687
